CompoundID,CompoundName,GeneSymbolOfTargets,TargetOrMechanism,Synonyms,SampleIDs,ChEMBLID,SMILES,InChIKey,DoseUnit,PubChemCID
DPC-006622,TRIBROMOETHANOL,,ANALGESIC AGENT,,BRD:BRD-K69632891-001-02-9,,,,uM,
DPC-006623,TRICAINE (METHANESULFONATE),,,,BRD:BRD-K44518413-066-04-9,,,,uM,
DPC-006624,TRICAPRYLIN,,,,BRD:BRD-K24790130-001-07-1,,,,uM,
DPC-006625,TRICHLORMETHIAZIDE,ATP1A1;CA1;CA2;CA4;PTGS1;PTGS2;SLC12A1;SLC12A3,CHLORIDE CHANNEL BLOCKER,,BRD:BRD-A28940325-001-24-0,,,,uM,
DPC-006626,TRICHLOROACETIC-ACID,,,,BRD:BRD-K42090719-001-06-5,,,,uM,
DPC-006627,TRICHLOROETHYLENE,,,,BRD:BRD-K46435528-001-04-4,,,,uM,
DPC-006628,TRICHOSTATIN A,,,,GDSC1:437,,,,uM,
DPC-006629,TRICHOSTATIN-A,HDAC1;HDAC10;HDAC2;HDAC3;HDAC4;HDAC5;HDAC6;HDAC7;HDAC8;HDAC9,HDAC INHIBITOR,,BRD:BRD-K68202742-001-16-5,,,,uM,
DPC-006630,TRICIRIBINE,AKT1;AKT2;AKT3,AKT INHIBITOR,,BRD:BRD-K80431395-001-07-3;BRD:BRD-K80431395-001-09-9,,,,uM,
DPC-006631,TRICIRIBINE-PHOSPHATE,,AKT INHIBITOR,,BRD:BRD-K00004666-001-01-9,,,,uM,
DPC-006632,TRICLABENDAZOLE,DNMT1,MICROTUBULE INHIBITOR,,BRD:BRD-K81916719-001-13-9,,,,uM,
DPC-006633,TRICLOCARBAN,,OTHER ANTIBIOTIC,,BRD:BRD-K25029121-001-05-8,,,,uM,
DPC-006634,TRICLOSAN,DNMT1,ANTIBACTERIAL AGENT,,BRD:BRD-K41731458-001-15-1,,,,uM,
DPC-006635,TRIDIHEXETHYL,CHRM1;CHRM2;CHRM3,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A22152765-003-10-0,,,,uM,
DPC-006636,TRIENTINE,CA14,CHELATING AGENT,,BRD:BRD-K37111771-300-02-6,,,,uM,
DPC-006637,TRIFAROTENE,,,,BRD:BRD-K00077480-001-02-9,,,,uM,
DPC-006638,TRIFLOXYSTROBIN,,MITOCHONDRIAL ELECTRON TRANSPORT INHIBITOR,,BRD:BRD-K00005342-001-01-9,,,,uM,
DPC-006639,TRIFLUOPERAZINE,ADRA1A;CALM1;CALY;DRD2;DRD4;HRH1;HTR2A;HTR2C;S100A4;TNNC1,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K89732114-300-14-7;CTRP:26914,,,,uM,
DPC-006640,TRIFLUPROMAZINE,CHRM1;CHRM2;DRD1;DRD2;HTR2B,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K63675182-003-23-6,,,,uM,
DPC-006641,TRIFLURIDINE,TYMS,"DNA DIRECTED DNA POLYMERASE INHIBITOR, THYMIDYLATE SYNTHASE INHIBITOR",,BRD:BRD-K03243820-001-23-8;BRD:BRD-K03243820-001-25-3,,,,uM,
DPC-006642,TRIFLUSAL,NFKB1;NOS2;PDE10A;PTGS1,"CYCLOOXYGENASE INHIBITOR, PLATELET AGGREGATION INHIBITOR, THROMBOXANE SYNTHASE INHIBITOR",,BRD:BRD-K71696703-001-07-9,,,,uM,
DPC-006643,TRIGONELLINE,,,,BRD:BRD-K69231085-003-05-7,,,,uM,
DPC-006644,TRIHEXYPHENIDYL,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A48180038-003-24-3,,,,uM,
DPC-006645,TRILACICLIB,,CDK INHIBITOR,,BRD:BRD-K00003412-300-01-9,,,,uM,
DPC-006646,TRILOSTANE,ESR1;ESR2;HSD3B1;HSD3B2,3BETA-HYDROXY-DELTA5-STEROID DEHYDROGENASE INHIBITOR,,BRD:BRD-A04497688-001-04-2,,,,uM,
DPC-006647,TRIMEBUTINE,OPRD1;OPRK1;OPRM1,OPIOID RECEPTOR AGONIST,,BRD:BRD-A92630576-050-24-1,,,,uM,
DPC-006648,TRIMETAZIDINE,ACAA2,3-KETOACYL COA THIOLASE INHIBITOR,,BRD:BRD-K88366685-300-06-0,,,,uM,
DPC-006649,TRIMETHOBENZAMIDE,DRD2,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K34415467-003-13-0,,,,uM,
DPC-006650,TRIMETHOPRIM,DHFR;TYMS,DIHYDROFOLATE REDUCTASE INHIBITOR,,BRD:BRD-K07208025-001-29-7,,,,uM,
DPC-006651,TRIMETHOQUINOL,ADRB2;ADRB3,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A56241705-003-01-2,,,,uM,
DPC-006652,TRIMETOZINE,,SEDATIVE,,BRD:BRD-K53220666-001-02-6,,,,uM,
DPC-006653,TRIMETREXATE,DHFR,DIHYDROFOLATE REDUCTASE INHIBITOR,,BRD:BRD-K13642819-001-02-9,,,,uM,
DPC-006654,TRIMIPRAMINE,ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRB1;ADRB2;ADRB3;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD5;HRH1;HTR1A;HTR1D;HTR2A;HTR2C;HTR3A;SLC6A2;SLC6A3;SLC6A4,"NOREPINEPHRINE REPUTAKE INHIBITOR, TRICYCLIC ANTIDEPRESSANT",,BRD:BRD-A19195498-050-14-1,,,,uM,
DPC-006655,TRIOXSALEN,,DNA SYNTHESIS INHIBITOR,,BRD:BRD-K54790157-001-15-5,,,,uM,
DPC-006656,TRIPELENNAMINE,HRH1,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K57033106-003-19-7,,,,uM,
DPC-006657,TRIPROLIDINE,HRH1,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K11742128-003-23-4,,,,uM,
DPC-006658,TRIPTOLIDE,RELA,RNA POLYMERASE INHIBITOR,,BRD:BRD-K39484304-001-16-5;CTRP:411720,,,,uM,
DPC-006659,TRIPTORELIN,GNRHR,GONADOTROPIN RELEASING FACTOR HORMONE RECEPTOR AGONIST,,BRD:BRD-K62685538-001-01-7,,,,uM,
DPC-006660,TRODUSQUEMINE,,TYROSINE PHOSPHATASE INHIBITOR,,BRD:BRD-K00003124-389-01-9,,,,uM,
DPC-006661,TROFOSFAMIDE,,DNA ALKYLATING AGENT,,BRD:BRD-A91386192-001-07-9,,,,uM,
DPC-006662,TROGLITAZONE,ACSL4;CYP2C8;ESRRA;ESRRG;PPARG;SERPINE1;SLC29A1;TRPM3,"INSULIN SENSITIZER, PPAR RECEPTOR AGONIST",,BRD:BRD-A13084692-001-17-3,,,,uM,
DPC-006663,TROLEANDOMYCIN,,PROTEIN SYNTHESIS INHIBITOR,,BRD:BRD-A24297246-001-03-9,,,,uM,
DPC-006664,TROLOX,,ANTIOXIDANT,,BRD:BRD-A17846016-001-13-9,,,,uM,
DPC-006665,TROMARIL,,PROSTANOID RECEPTOR ANTAGONIST,,BRD:BRD-K91422571-001-01-8,,,,uM,
DPC-006666,TROMETAMOL,AMD1;CANT1;DCN;NEIL1;VEGFA,,,BRD:BRD-K47978074-001-02-4,,,,uM,
DPC-006667,"TROPANYL-3,5-DIMETHYLBENZOATE",HTR3A;HTR3B,SEROTONIN RECEPTOR ANTAGONIST,,BRD:BRD-A84389633-001-05-7,,,,uM,
DPC-006668,TROPESIN,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-A34603619-001-01-9,,,,uM,
DPC-006669,TROPICAMIDE,CHRM1;CHRM2;CHRM3;CHRM4,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A79672927-001-20-7,,,,uM,
DPC-006670,TROPIFEXOR,,FXR AGONIST,,BRD:BRD-K00003480-001-01-9,,,,uM,
DPC-006671,TROPISETRON,GLRA1;GLRA2;GLRB;HTR3A;HTR4,SEROTONIN RECEPTOR ANTAGONIST,,BRD:BRD-K50866992-003-09-5;BRD:BRD-K50866992-003-10-3,,,,uM,
DPC-006672,TROSPIUM,CHRM1,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K69469734-003-02-5,,,,uM,
DPC-006673,TROVAFLOXACIN,TOP2A,BACTERIAL DNA GYRASE INHIBITOR,,BRD:BRD-K00494077-066-01-9,,,,uM,
DPC-006674,TROVENTOL,,,,BRD:BRD-A35868371-005-01-6,,,,uM,
DPC-006675,TROVIRDINE,,NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,,BRD:BRD-K00989047-001-01-2,,,,uM,
DPC-006676,TROXERUTIN,,ANTIOXIDANT,,BRD:BRD-K73529671-001-02-9;BRD:BRD-K73529671-001-04-5,,,,uM,
DPC-006677,TROXIPIDE,,GLUCOSAMINE SYNTHETASE STIMULANT,,BRD:BRD-A68589262-001-04-3,,,,uM,
DPC-006678,TRV130,OPRM1,OPIOID RECEPTOR AGONIST,,BRD:BRD-K35626314-003-01-1,,,,uM,
DPC-006679,TRYPTANTHRIN,IDO1,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K76973696-001-12-6,,,,uM,
DPC-006680,TRYPTOPHAN,CASR;IDO1;SLC36A1;WARS;WARS2,SEROTONIN RECEPTOR PARTIAL AGONIST,,BRD:BRD-K83776863-001-08-9,,,,uM,
DPC-006681,TS-011,,DELAYED VASOSPASM ANTAGONIST,,BRD:BRD-K00004685-001-01-9,,,,uM,
DPC-006682,TTNPB,RARA;RARB;RARG,RETINOID RECEPTOR AGONIST,,BRD:BRD-K49685476-001-15-9,,,,uM,
DPC-006683,TTP-22,CSNK2A1,CASEIN KINASE INHIBITOR,,BRD:BRD-K64852730-001-01-7,,,,uM,
DPC-006684,TU-2100,,,,BRD:BRD-K44590731-001-01-7,,,,uM,
DPC-006685,TUAMINOHEPTANE,,,,BRD:BRD-A19958636-065-04-4,,,,uM,
DPC-006686,TUBASTATIN A,,,,CTRP:411749;GDSC1:265,,,,uM,
DPC-006687,TUBASTATIN-A,HDAC6,HDAC INHIBITOR,,BRD:BRD-K00627859-003-03-7,,,,uM,
DPC-006688,TUBOCURARINE,ACHE;CHRNA2;HTR3A;HTR3B;KCNN1;KCNN2;KCNN3;ZACN,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K99621550-300-01-8,,,,uM,
DPC-006689,TUCATINIB,ERBB2,inhibitor of ERBB2,ARRY-380;IRBINITINIB;ONT-380,BRD:BRD-K26026438-001-01-0,CHEMBL14253,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,SDEAXTCZPQIFQM-UHFFFAOYSA-N,uM,51039094
DPC-006690,TUCIDINOSTAT,,HDAC INHIBITOR,,BRD:BRD-K95216408-001-02-9,,,,uM,
DPC-006691,TUFTSIN,,MACROPHAGE ACTIVATOR,,BRD:BRD-K00003336-001-01-9,,,,uM,
DPC-006692,TUG-770,FFAR1,FREE FATTY ACID RECEPTOR AGONIST,,BRD:BRD-K56086081-001-01-7,,,,uM,
DPC-006693,TUG-891,FFAR4,FREE FATTY ACID RECEPTOR AGONIST,,BRD:BRD-K24282351-001-01-4,,,,uM,
DPC-006694,TULOBUTEROL,ADRB2,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-A37441042-003-04-8,,,,uM,
DPC-006695,TULRAMPATOR,,ANTIDEPRESSANT,,BRD:BRD-K00005240-001-01-9,,,,uM,
DPC-006696,TW 37,BCL2;BCL2L1;MCL1,BCL INHIBITOR,TW-37;TW37,BRD:BRD-K28360340-001-08-3;CTRP:609596;GDSC1:1149,,,,uM,
DPC-006697,TWS-119,GSK3B;JUN;MYC,GLYCOGEN SYNTHASE KINASE INHIBITOR,,BRD:BRD-K94176593-001-09-4,,,,uM,
DPC-006698,TWS119,,,,GDSC1:366,,,,uM,
DPC-006699,TXA127,,ANGIOTENSIN RECEPTOR AGONIST,,BRD:BRD-K36040345-001-01-1,,,,uM,
DPC-006700,TY-52156,S1PR3,SPHINGOSINE 1-PHOSPHATE RECEPTOR ANTAGONIST,,BRD:BRD-K66584608-001-03-9,,,,uM,
DPC-006701,TYLOSIN,,PROTEIN SYNTHESIS INHIBITOR,,BRD:BRD-K37753391-046-03-2,,,,uM,
DPC-006702,TYLOXAPOL,LPL;NFKB2,NFKB PATHWAY INHIBITOR,,BRD:BRD-U25960968-000-01-9;BRD:BRD-U48018661-000-01-9,,,,uM,
DPC-006703,TYLVALOSIN,,,,BRD:BRD-K00079560-001-02-9,,,,uM,
DPC-006704,TYRPHOSTIN-A9,,"PROTEIN TYROSINE KINASE INHIBITOR, TYROSINE KINASE INHIBITOR",,BRD:BRD-K40255344-001-17-6,,,,uM,
DPC-006705,TYRPHOSTIN-AG-1296,FLT3,FLT3 INHIBITOR,,BRD:BRD-K76064317-001-07-3,,,,uM,
DPC-006706,TYRPHOSTIN-AG-1478,EGFR;MAPK14,EGFR INHIBITOR,,BRD:BRD-K68336408-001-10-9,,,,uM,
DPC-006707,TYRPHOSTIN-AG-18,EGFR,"EGFR INHIBITOR, TYROSINE KINASE INHIBITOR",,BRD:BRD-K49657628-001-14-8,,,,uM,
DPC-006708,TYRPHOSTIN-AG-494,EGFR,EGFR INHIBITOR,,BRD:BRD-K34533029-001-08-5,,,,uM,
DPC-006709,TYRPHOSTIN-AG-825,ERBB2,PROTEIN TYROSINE KINASE INHIBITOR,,BRD:BRD-K87919739-001-08-9,,,,uM,
DPC-006710,TYRPHOSTIN-AG-835,EGFR,PROTEIN TYROSINE KINASE INHIBITOR,,BRD:BRD-K17415526-001-03-5,,,,uM,
DPC-006711,TYRPHOSTIN-AG-879,ERBB2;KDR;NTRK1,TYROSINE KINASE INHIBITOR,,BRD:BRD-K59469039-001-08-0,,,,uM,
DPC-006712,TYRPHOSTIN-AG-99,EGFR,TYROSINE KINASE INHIBITOR,,BRD:BRD-K60184833-001-05-6,,,,uM,
DPC-006713,U-0124,,MEK INHIBITOR,,BRD:BRD-K63169195-001-01-5,,,,uM,
DPC-006714,U-0126,AKT1;CHEK1;GSK3B;LCK;MAP2K1;MAP2K2;MAP2K7;MAPK1;MAPK11;MAPK12;MAPK14;MAPK8;PRKCA;RAF1;ROCK1;RPS6KB1;SGK1,MEK INHIBITOR,,BRD:BRD-K18787491-001-08-6;BRD:BRD-K91701654-001-03-1,,,,uM,
DPC-006715,U-0521,COMT,CATECHOL O METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K08953028-001-09-6,,,,uM,
DPC-006716,U-104,CA1;CA12;CA2;CA9,CARBONIC ANHYDRASE INHIBITOR,,BRD:BRD-K77867004-001-02-7,,,,uM,
DPC-006717,U-18666A,,OXIDOSQUALENE CYCLASE INHIBITOR,,BRD:BRD-K22025381-003-01-9,,,,uM,
DPC-006718,U-50488-(-),OPRK1,OPIOID RECEPTOR AGONIST,,BRD:BRD-K53532120-003-09-5;BRD:BRD-K53532120-003-11-1,,,,uM,
DPC-006719,U-54494A,OPRK1,OPIOID RECEPTOR AGONIST,,BRD:BRD-K20995441-001-02-5,,,,uM,
DPC-006720,U-75799E,GHSR,GROWTH HORMONE RELEASING FACTOR AGONIST,,BRD:BRD-K77070363-001-01-5,,,,uM,
DPC-006721,U-99194,DRD3,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K70281171-050-08-9,,,,uM,
DPC-006722,UAMC-00039,DPP4;DPP7,DIPEPTIDYL PEPTIDASE INHIBITOR,,BRD:BRD-K38966689-300-02-9,,,,uM,
DPC-006723,UB-165,CHRNA3;CHRNA4;CHRNB2,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-A14574269-051-02-2,,,,uM,
DPC-006724,UBENIMEX,LTA4H;RNPEP,LEUKOTRIENE SYNTHESIS INHIBITOR,,BRD:BRD-K59574735-001-11-8,,,,uM,
DPC-006725,UBP-296,GRIK1,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-A45499626-001-04-9,,,,uM,
DPC-006726,UBP-302,GRIK1,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K79753741-001-01-7,,,,uM,
DPC-006727,UBP-310,GRIK1;GRIK5,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K09597601-001-02-9,,,,uM,
DPC-006728,UBROGEPANT,,,,BRD:BRD-K00090624-001-01-9,,,,uM,
DPC-006729,UC-112,XIAP,XIAP INHIBITOR,,BRD:BRD-K73610817-001-10-9,,,,uM,
DPC-006730,UCL-2077,,SLOW AFTERHYPERPOLARIZATION CHANNEL BLOCKER,,BRD:BRD-K50325075-001-02-1,,,,uM,
DPC-006731,UDENAFIL,,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K00003266-001-01-9,,,,uM,
DPC-006732,UF-010,HDAC1;HDAC2;HDAC3;HDAC8,HDAC INHIBITOR,,BRD:BRD-K20480395-001-02-9,,,,uM,
DPC-006733,UFENAMATE,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K84173274-001-01-6,,,,uM,
DPC-006734,UH-232-(+),DRD2;DRD3;DRD4;HTR1A,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K66715657-050-01-0,,,,uM,
DPC-006735,UK-356618,MMP13;MMP14;MMP2;MMP3;MMP9,METALLOPROTEINASE INHIBITOR,,BRD:BRD-K57011718-001-01-5,,,,uM,
DPC-006736,UK-383367,BMP1,"PROCOLLAGEN C-ENDOPEPTIDASE INHIBITOR, PROCOLLAGEN C-ENDOPEPTIDASE INHIBITORS",,BRD:BRD-K06294530-001-01-5,,,,uM,
DPC-006737,UK-5099,SLC16A1,MONOCARBOXYLATE TRANSPORTER INHIBITOR,,BRD:BRD-K19558579-001-02-9,,,,uM,
DPC-006738,UKI-1,,UROKINASE INHIBITOR,,BRD:BRD-K00003367-001-01-9,,,,uM,
DPC-006739,ULIFLOXACIN,,,,BRD:BRD-A61633223-001-02-8,,,,uM,
DPC-006740,ULIPRISTAL,PGR,PROGESTERONE RECEPTOR ANTAGONIST,,BRD:BRD-K64381438-001-03-8,,,,uM,
DPC-006741,UMECLIDINIUM,CHRM1;CHRM2;CHRM3,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K46692793-004-01-8,,,,uM,
DPC-006742,UMI 77,,,UMI-77,GDSC2:1939,,,,uM,
DPC-006743,UNBS-5162,,CC CHEMOKINE RECEPTOR ANTAGONIST,,BRD:BRD-K30933884-001-01-0,,,,uM,
DPC-006744,UNC 0683,EHMT1;EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,UNC-0638;UNC0638,BRD:BRD-K86856088-001-06-9;CTRP:594665;GDSC1:1236;GDSC1:245,,,,uM,
DPC-006745,UNC-1215,L3MBTL3,L3MBTL ANTAGONIST,UNC1215,BRD:BRD-K83189926-001-03-1;GDSC1:1262,,,,uM,
DPC-006746,UNC-2327,PRMT3,PROTEIN ARGININE N-METHYLTRANSFERASE INHIBITOR,UNC2327,BRD:BRD-K60635008-001-01-5,,,,uM,
DPC-006747,UNC-3230,PIP5K1C,PHOSPHATIDYL-INOSITOL ACTIVATOR,UNC3230,BRD:BRD-K46344388-001-01-3,,,,uM,
DPC-006748,UNC-926,L3MBTL1,MBT INHIBITOR,UNC926,BRD:BRD-K22229656-003-01-5,,,,uM,
DPC-006749,UNC0224,EHMT1;EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K77428767-001-01-7,,,,uM,
DPC-006750,UNC0321,EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K74236984-001-04-8;CTRP:635576,,,,uM,
DPC-006751,UNC0631,EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K13060017-001-01-3;BRD:BRD-K13060017-001-02-1,,,,uM,
DPC-006752,UNC0638:NAVITOCLAX (1:1 MOL/MOL),,,,CTRP:660270,,,,uM,
DPC-006753,UNC0642,EHMT1;EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K60130390-001-02-1;GDSC1:1263,,,,uM,
DPC-006754,UNC0646,EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K87465484-001-02-7,,,,uM,
DPC-006755,UNC0737,EHMT1;EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K02988401-001-01-2,,,,uM,
DPC-006756,UNC1999,EZH2,inhibitor of EZH2,,BRD:BRD-K26989966-001-03-5,CHEMBL14253,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C(C)C)C(C)C,DPJNKUOXBZSZAI-UHFFFAOYSA-N,uM,72551585
DPC-006757,UNC2025,FLT3;MERTK,"MER TYROSINE KINASE INHIBITOR, FLT3 INHIBITOR",,BRD:BRD-K91283740-003-01-6,,,,uM,
DPC-006758,UNC2250,MERTK,MER TYROSINE KINASE INHIBITOR,,BRD:BRD-K01773560-001-02-4,,,,uM,
DPC-006759,UNC669,L3MBTL1,L3MBTL ANTAGONIST,,BRD:BRD-K21906513-001-04-0,,,,uM,
DPC-006760,UNDECYLENIC-ACID,,OTHER ANTIFUNGAL,,BRD:BRD-K19189338-001-03-2,,,,uM,
DPC-006761,UNESBULIN,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,inhibitor of tubulin polymerization,PTC596,BRD:BRD-K00090626-001-01-9,CHEMBL14253,CC1=NC2=C(N1C3=NC(=C(C(=N3)NC4=CC=C(C=C4)C(F)(F)F)F)N)C=C(C=C2)F,TWLWOOPCEXYVBE-UHFFFAOYSA-N,uM,74223469
DPC-006762,UPADACITINIB,,JAK INHIBITOR,,BRD:BRD-K00003286-001-01-9,,,,uM,
DPC-006763,UPAMOSTAT,,SERINE PROTEASE INHIBITOR,,BRD:BRD-K00003218-001-01-9,,,,uM,
DPC-006764,UPF-1069,PARP2,PARP INHIBITOR,,BRD:BRD-K77950083-001-03-3,,,,uM,
DPC-006765,UPRIFOSBUVIR,,ANTIVIRAL,,BRD:BRD-K00003526-001-01-9,,,,uM,
DPC-006766,URACIL,DPYD;UCKL1,,,BRD:BRD-K80129304-001-08-1,,,,uM,
DPC-006767,URAPIDIL,HTR1A,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K73196317-003-14-8,,,,uM,
DPC-006768,URB597,FAAH;FAAH2;TRPA1,FAAH INHIBITOR,,BRD:BRD-K92169341-001-11-2,,,,uM,
DPC-006769,UREA,ARG1;CA2;CTNNB1,HYDROXY RADICAL FORMATION STIMULANT,,BRD:BRD-K88052444-001-08-8,,,,uM,
DPC-006770,URETHANE,,LOCAL ANESTHETIC,,BRD:BRD-K24297741-001-05-2,,,,uM,
DPC-006771,URIC-ACID,PYGL,,,BRD:BRD-K01295354-001-02-8,,,,uM,
DPC-006772,URIDINE,LSM6;TYMP,DOPAMINE RECEPTOR AGONIST,,BRD:BRD-K13050303-001-17-3;BRD:BRD-K13050303-001-18-1,,,,uM,
DPC-006773,URIDINE-TRIACETATE,,,,BRD:BRD-K18323388-001-01-1,,,,uM,
DPC-006774,URMC-099,CDKL2;DAPK3;FLT3;LRRK2;MAP3K10;MAP3K11;MAP3K2;MAP3K9;SRPK2,MIXED LINEAGE KINASE INHIBITOR,,BRD:BRD-K66908976-001-01-8,,,,uM,
DPC-006775,UROLITHIN-A,,ANTIOXIDANT,,BRD:BRD-K00003383-001-01-9,,,,uM,
DPC-006776,URSODEOXYCHOLYLTAURINE,,CHOLESTEROL INHIBITOR,,BRD:BRD-K45245728-335-01-4,,,,uM,
DPC-006777,URSODIOL,AKR1C2;NR1H4,"LIKE (NRF2) ACTIVATOR, NUCLEAR FACTOR ERYTHROID DERIVED",,BRD:BRD-K15697815-001-16-2,,,,uM,
DPC-006778,URSOLIC-ACID,HSD11B1;PLA2G1B;PTPN1;PYGM,"ATPASE INHIBITOR, NFKB PATHWAY INHIBITOR, STAT INHIBITOR",,BRD:BRD-K68185022-001-14-8,,,,uM,
DPC-006779,USL311,,,,BRD:BRD-K00091126-001-01-9,,,,uM,
DPC-006780,USNIACIN-(+),PTPN1,MAP KINASE ACTIVATOR,,BRD:BRD-A12417644-001-07-6,,,,uM,
DPC-006781,V-51,,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K75052463-001-01-4,,,,uM,
DPC-006782,VABORBACTAM,,BETA LACTAMASE INHIBITOR,,BRD:BRD-K00003306-001-01-9,,,,uM,
DPC-006783,VADADUSTAT,,HYPOXIA INDUCIBLE FACTOR PROLYL HYDROXYLASE INHIBITOR,,BRD:BRD-K00003407-001-01-9,,,,uM,
DPC-006784,VAF-347,,,,CTRP:659226,,,,uM,
DPC-006786,VAL-TYR,,ANGIOTENSIN CONVERTING ENZYME INHIBITOR,,BRD:BRD-K00004630-001-01-9,,,,uM,
DPC-006787,VALACICLOVIR,,DNA POLYMERASE INHIBITOR,,BRD:BRD-K46435977-003-11-1,,,,uM,
DPC-006788,VALBENAZINE,,VESICULAR MONOAMINE TRANSPORTER INHIBITOR,,BRD:BRD-K00003233-001-01-9,,,,uM,
DPC-006789,VALDECOXIB,CA12;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K12994359-001-18-4;CTRP:32372,,,,uM,
DPC-006790,VALETHAMATE,CHRM1;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A56613951-004-01-1,,,,uM,
DPC-006791,VALGANCICLOVIR,,DNA SYNTHESIS INHIBITOR,,BRD:BRD-A50922295-001-01-3,,,,uM,
DPC-006792,VALNEMULIN,,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,,BRD:BRD-K33813875-003-01-8,,,,uM,
DPC-006793,VALNIVUDINE,,,,BRD:BRD-K00091275-001-01-9,,,,uM,
DPC-006794,VALPROIC-ACID,ABAT;ACADSB;ALDH5A1;HDAC1;HDAC2;HDAC9;OGDH;SCN10A;SCN11A;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN3B;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A,"BENZODIAZEPINE RECEPTOR AGONIST, HDAC INHIBITOR",,BRD:BRD-K41260949-236-16-8,,,,uM,
DPC-006795,VALROCEMIDE,,,,BRD:BRD-K32804101-001-01-8,,,,uM,
DPC-006796,VALRUBICIN,TOP2A;TOP2B,inhibitor of TOP2A and TOP2B; DNA intercalator,AD-32,BRD:BRD-K72951360-001-01-4,CHEMBL14253,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,uM,454216
DPC-006797,VALSARTAN,AGTR1,ANGIOTENSIN RECEPTOR ANTAGONIST,,BRD:BRD-K45158365-001-11-4,,,,uM,
DPC-006798,VANCOMYCIN,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,BRD:BRD-K91065602-003-05-5,,,,uM,
